电视直播,#genre#//IPV6(fanmingming)
兵团卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000059/index.m3u8
延边卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000073/index.m3u8
安多卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000064/index.m3u8
厦门卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000058/index.m3u8
康巴卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000066/index.m3u8
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8
中国教育1台,http://[2409:8087:74d9:21::6]:80/270000001128/9900000046/index.m3u8
中国教育2台,http://[2409:8087:74d9:21::6]:80/270000001128/9900000071/index.m3u8
中国教育4台,http://[2409:8087:74d9:21::6]:80/270000001128/9900000072/index.m3u8

CCTV-13,https://pi.0472.org/tv/fct.php?auth=2310201855
CCTV-6,http://live.lcjly.cn/douyin/69416429589
江苏卫视,http://live.lcjly.cn/douyin/417926571322
大湾区卫视,http://live.lcjly.cn/douyin/603789803277
消防阮老师,http://live.lcjly.cn/douyin/258725905730


港澳台,#genre#
凤凰卫视,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰卫视,http://50.7.238.114:8278/phoenixtv_hd/playlist.m3u8?tid=m18f421b0e58b&ct=18336&tsum=8e0cca627477cbd534c9cef5e2c17c1c
凤凰资讯,http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MB5B7253262872532628&ct=19249&tsum=e2b2dcd00f39adb64b6c03601da1e0e0
TVBS,http://50.7.238.114:8278/tvbs/playlist.m3u8?tid=ME2E6545230665452306&ct=19234&tsum=ff0df01c2935843c8c4543428728ce28
TVBS,http://50.7.238.114:8278/tvbs/playlist.m3u8?tid=MDED5111960351119603&ct=19226&tsum=49931e2d3885c468d56ffae2c2db9e6e
TVBS,http://198.16.100.90:8278/tvbs/playlist.m3u8?tid=MDED5111960351119603&ct=19226&tsum=49931e2d3885c468d56ffae2c2db9e6e
TVBS,http://198.16.100.90:8278/tvbs/playlist.m3u8?tid=MEFE3093330530933305&ct=19249&tsum=ce6b5e9293b3618104ad53084745a223
中天新闻台,http://50.7.238.114:8278/ctinews/playlist.m3u8?tid=MA4A1988185419881854&ct=19234&tsum=c813889a5aa08307ed2da85640a5280b
中天新闻台,http://50.7.238.114:8278/ctinews/playlist.m3u8?tid=MA4A6611409066114090&ct=19226&tsum=f0333c4e69a7c5880f766ec9f29ca203
台视新闻台,http://50.7.238.114:8278/ttvnews_twn/playlist.m3u8?tid=MD9D1039476110394761&ct=19193&tsum=9f33349842788bfb7b0e90e93f7bf02c
TVBS新闻台,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8
TVBS新闻台,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=m4a218f9aa395&ct=18335&tsum=363605ee081cb965cc0385c3f855a7e3
TVBS新闻台,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MA4A2233260122332601&ct=19249&tsum=513a9dcb42fa8b98e1792d513dd3e2ee
TVBS新闻台,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MB6B3640782836407828&ct=19234&tsum=315ac9a0876bc361c6715ac6d5a96777
TVBS新闻台,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0
东森新闻台,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
东森新闻台,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=m208c21bf386611408694&ct=17874&tsum=d1b4de373c886cd8015974fa8c5d6d12
东森新闻台,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=MAEA2793211727932117&ct=19225&tsum=151345e2ab6bc0c89ac85598f1988cd3
东森新闻台,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=MD8D4407126144071261&ct=19344&tsum=c7212737de5e023823ea68610d709c14
东森新闻台,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=MD8D8672451386724513&ct=19234&tsum=d08fdb1dd5078503ffd859a065bc9290
东森新闻台,http://50.7.238.114:8278/ettvnews/playlist.m3u8?tid=ME5E8863997888639978&ct=19193&tsum=6b0236441f10a7195fb35fe7997db68c
民视新闻台,http://50.7.238.114:8278/ftvnew_taiwan/playlist.m3u8?tid=MA7A6968320369683203&ct=19249&tsum=e3b040434ed43f12a738964a100a0e59
民视新闻台,http://50.7.238.114:8278/ftvnew_taiwan/playlist.m3u8?tid=ME4E4172771041727710&ct=19226&tsum=7b91c7af6212419479b392ff575e0689
民视新闻台,http://50.7.238.114:8278/ftvnew_taiwan/playlist.m3u8?tid=MF1F9892989898929898&ct=19234&tsum=454a768519608690638d11c0258cdcbe
年代新闻台,http://198.16.100.90:8278/niandainews_twn/playlist.m3u8?tid=MBCB9184423891844238&ct=19249&tsum=ac0331d98099429b19c53fe6d20972ec
年代新闻台,http://50.7.238.114:8278/niandainews_twn/playlist.m3u8?tid=MA6A4647720946477209&ct=19226&tsum=48a66838dbcf633b2fb41307b29ef50a
年代新闻台,http://50.7.238.114:8278/niandainews_twn/playlist.m3u8?tid=ME7E9182640991826409&ct=19234&tsum=4bc66c7c1f629232c2c2ce6aa7d024a5
非凡新闻台,http://198.16.100.90:8278/feifannews_twn/playlist.m3u8?tid=MFDF6578546865785468&ct=19249&tsum=bbb5f2ee12e8ae89846875a83db08997
非凡新闻台,http://50.7.238.114:8278/feifannews_twn/playlist.m3u8?tid=MFDF6578546865785468&ct=19249&tsum=bbb5f2ee12e8ae89846875a83db08997
非凡新闻台,http://50.7.238.114:8278/feifannews_twn/playlist.m3u8?ct=17874&tid=m050e7aad65f614336734&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新闻台,http://50.7.238.114:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新闻台,http://50.7.238.114:8278/feifannews_twn/playlist.m3u8?tid=MACA3363565933635659&ct=19234&tsum=ec8caeb654e3121f9bb3ed39b1759999
非凡新闻台,http://50.7.238.114:8278/feifannews_twn/playlist.m3u8?tid=ME3E6962233269622332&ct=19225&tsum=eea4d84db71e12ba91bfcf328f4dec9d
非凡新闻台,http://50.7.238.114:8278/feifannews_twn/playlist.m3u8?tid=MFDF6578546865785468&ct=19249&tsum=bbb5f2ee12e8ae89846875a83db08997
台视新闻台,http://50.7.238.114:8278/ttvnews_twn/playlist.m3u8?tid=MBBB6637589866375898&ct=19234&tsum=d2c641a325bf02e0b68c4f245e0165b0
台视新闻台,http://50.7.238.114:8278/ttvnews_twn/playlist.m3u8?tid=MD9D1039476110394761&ct=19193&tsum=9f33349842788bfb7b0e90e93f7bf02c


三立新闻台,http://66.165.240.154:8080/live/slxw01/hls.m3u8
中天新闻台,http://66.165.240.154:8080/live/ztylt01/hls.m3u8
TVBS,http://66.165.240.154:8080/live/tytvbsyz1/hls.m3u8
台视新闻台,http://66.165.240.154:8080/live/tyxltsxw3/hls.m3u8
民视新闻台,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
台视新闻台,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台视新闻台,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
中天新闻台,http://livetv.skycf.eu.org:80/live.m3u8?c=7
TVBS新闻台,http://livetv.skycf.eu.org:80/live.m3u8?c=5


安徽移动（专用）,#genre#
CCTV-1,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-1/1.m3u8
CCTV-2,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-2/1.m3u8
CCTV-3,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv3/1.m3u8
CCTV-4,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-4/1.m3u8
CCTV-5,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-5/1.m3u8
CCTV-6,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv6/1.m3u8
CCTV-7,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-7/1.m3u8
CCTV-8,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv8/1.m3u8
CCTV-9,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-news/1.m3u8
CCTV-10,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-10/1.m3u8
CCTV-11,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-11/1.m3u8
CCTV-12,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-12/1.m3u8
CCTV-13,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-13/1.m3u8
CCTV-14,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-14/1.m3u8
CCTV-15,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-15/1.m3u8
CCTV-16,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv16/1.m3u8
CCTV-17,http://120.210.193.151:8006/120000001002/XMTcctv-17hd/index.m3u8
CGTN,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-9/1.m3u8
CGTN新闻,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctvennews/1.m3u8
安徽卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/anhuistv/1.m3u8
湖南卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/hunanstv/1.m3u8
东方卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/dongfangstv/1.m3u8
北京卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/beijingstv/1.m3u8
浙江卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/zhejiangstv/1.m3u8
江苏卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jiangsustv/1.m3u8
天津卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/tianjinstv/1.m3u8
山东卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/shandongstv/1.m3u8
辽宁卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-liaoningstv/1.m3u8
深圳卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/shenzhenstv/1.m3u8
江西卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jiangxistv/1.m3u8
贵州卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-guizhoustv/1.m3u8
吉林卫视,http://120.210.193.151:8006/120000001002/XMTjlwshd/index.m3u8	
广东卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/guangdongstv/1.m3u8
湖北卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-hubeistv/1.m3u8
河北卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-hebeistv/1.m3u8
山西卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/shanxistv/1.m3u8
重庆卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/chongqingstv/1.m3u8
四川卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-sichuanstv/1.m3u8
广西卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/guangxistv/1.m3u8
陕西卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/shanxi1stv/1.m3u8
甘肃卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/gansustv/1.m3u8
宁夏卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/ningxiastv/1.m3u8
青海卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/qinghaistv/1.m3u8
海南卫视,http://120.210.193.151:8006/120000001002/XMThainanwshd/index.m3u8
新疆卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/xinjiangstv/1.m3u8
西藏卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/xizangstv/1.m3u8
内蒙古卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/neimenggustv/1.m3u8
云南卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/yunnanstv/1.m3u8
东南卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-dongnanstv/1.m3u8
河南卫视,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/henanstv/1.m3u8
CETV-1,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jiaoyutv/1.m3u8
CETV-2,http://120.210.193.151:8006/120000001002/XMTcetv-2/index.m3u8
CETV-4,http://120.210.193.151:8006/120000001002/XMTcetv-4/index.m3u8
CETV-1高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jiaoyutv/1.m3u8
三沙卫视,http://120.210.193.151:8006/120000001002/XMTssws/index.m3u8
厦门卫视,http://120.210.193.151:8006/120000001002/XMTxmws/index.m3u8
兵团卫视,http://120.210.193.151:8006/120000001002/XMTbtws/index.m3u8
CCTV-1高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-cctv1/1.m3u8
CCTV-2高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-cctv2/1.m3u8
CCTV-3高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv3/1.m3u8
CCTV-4高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-4/1.m3u8
CCTV-5,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-5/1.m3u8
CCTV-6高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv6/1.m3u8
CCTV-7高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-7/1.m3u8
CCTV-8高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv8/1.m3u8
CCTV-9高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-cctv9/1.m3u8
CCTV-10高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-10/1.m3u8
CCTV-11高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-11/1.m3u8
CCTV-12高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-12/1.m3u8
CCTV-13高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-13/1.m3u8
CCTV-14高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-14/1.m3u8
CCTV-15高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-15/1.m3u8
CCTV-16高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-4000k-1080P-cctv16/1.m3u8
CCTV-17高清,http://120.210.193.151:8006/120000001002/XMTcctv-17hd/index.m3u8
CCTV5+高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-cctv05plus/1.m3u8
CGTN高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/cctv-9/1.m3u8
安徽卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-anhuistv/1.m3u8
湖南卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-hunanstv/1.m3u8
东方卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-dongfangstv/1.m3u8
北京卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-beijingstv/1.m3u8
浙江卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-zhejiangstv/1.m3u8
江苏卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/HD-8M-1080P-jiangsustv/1.m3u8
天津卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/hdtianjinstv/1.m3u8
山东卫视高清,http://120.210.193.151:8006/120000001002/XMTshandongwshd/index.m3u8
辽宁卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-liaoningstv/1.m3u8
深圳卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/hdshenzhenstv/1.m3u8
江西卫视高清,http://120.210.193.151:8006/120000001002/XMTjiangxiwshd/index.m3u8
贵州卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-guizhoustv/1.m3u8
广东卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/hdguangdongstv/1.m3u8
湖北卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-hubeistv/1.m3u8
河北卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-hebeistv/1.m3u8
重庆卫视高清,http://120.210.193.151:8006/120000001002/XMTchongqingwshd/index.m3u8
四川卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-sichuanstv/1.m3u8
甘肃卫视高清,http://120.210.193.151:8006/120000001002/XMTgswshd/index.m3u8
东南卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/pltv-dongnanstv/1.m3u8
河南卫视高清,http://120.210.193.151:8006/120000001002/XMThenanwshd/index.m3u8
黑龙江卫视高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/hdheilongjiangstv/1.m3u8
金鹰卡通高清,http://120.210.193.151:8006/120000001001/wlds:8080/ysten-business/live/jinyingkaton/1.m3u8
安徽经济高清,http://120.210.193.151:8006/120000001002/XMTah_jjhd/index.m3u8
安徽影视高清,http://120.210.193.151:8006/120000001002/XMTah_yshd/index.m3u8
安徽科教高清,http://120.210.193.151:8006/120000001002/XMTah_kjhd/index.m3u8
安徽综艺高清,http://120.210.193.151:8006/120000001002/XMTah_zyhd/index.m3u8
安徽公共高清,http://120.210.193.151:8006/120000001002/XMTah_gghd/index.m3u8
安徽国际,http://120.210.193.151:8006/120000001002/XMTahgj/index.m3u8

北京联通,#genre#
CCTV-1,rtp://239.3.1.129:8008
CCTV-2,rtp://239.3.1.60:8084
CCTV-3,rtp://239.3.1.172:8001
CCTV-4,rtp://239.3.1.105:8092
CCTV-4欧洲,rtp://239.3.1.213:4220
CCTV-4美洲,rtp://239.3.1.214:4220
CCTV-5,rtp://239.3.1.173:8001
CCTV5+rtp://239.3.1.130:8004
CCTV-6,rtp://239.3.1.174:8001
CCTV-7,rtp://239.3.1.61:8104
CCTV-8,rtp://239.3.1.175:8001
CCTV-9,rtp://239.3.1.62:8112
CCTV-10,rtp://239.3.1.63:8116
CCTV-11,rtp://239.3.1.152:8120
CCTV-12,rtp://239.3.1.64:8124
CCTV-13,rtp://239.3.1.124:8128
CCTV-14,rtp://239.3.1.65:8132
CCTV-15,rtp://239.3.1.153:8136
CCTV-16,rtp://239.3.1.184:8001
CCTV-17,rtp://239.3.1.151:8144
CCTV-16[4K]1,rtp://239.3.1.97:8001
CCTV-16[4K]2,rtp://239.3.1.183:8001
北京卫视,rtp://239.3.1.241:8000
北京文艺,rtp://239.3.1.242:8000
北京纪实科教,rtp://239.3.1.227:8000
北京影视,rtp://239.3.1.158:8000
北京生活,rtp://239.3.1.231:8000
北京财经,rtp://239.3.1.229:8000
北京青年,rtp://239.3.1.232:8000
北京新闻,rtp://239.3.1.159:8000
北京kaku少儿,rtp://239.3.1.189:8000
北京冬奥纪实,rtp://239.3.1.243:8000
北京国际频道,rtp://239.3.1.235:8000
湖南卫视,rtp://239.3.1.132:8012
浙江卫视,rtp://239.3.1.137:8036
江苏卫视,rtp://239.3.1.135:8028
东方卫视,rtp://239.3.1.136:8032
山东卫视,rtp://239.3.1.209:8052
安徽卫视,rtp://239.3.1.211:8064
湖北卫视,rtp://239.3.1.138:8044
东南卫视,rtp://239.3.1.156:8148
广东卫视,rtp://239.3.1.142:8048
辽宁卫视,rtp://239.3.1.210:8056
黑龙江卫视,rtp://239.3.1.133:8016
深圳卫视,rtp://239.3.1.134:8020
贵州卫视,rtp://239.3.1.149:8076
天津卫视,rtp://239.3.1.141:1234
河北卫视,rtp://239.3.1.148:8072
重庆卫视,rtp://239.3.1.122:8160
江西卫视,rtp://239.3.1.123:8164
吉林卫视,rtp://239.3.1.240:8172
南方卫视,rtp://239.3.1.161:8001
广西卫视,rtp://239.3.1.39:8300
海南卫视,rtp://239.3.1.45:8304
厦门卫视,rtp://239.3.1.143:4120
云南卫视,rtp://239.3.1.26:8108
西藏卫视,rtp://239.3.1.47:8164
四川卫视,rtp://239.3.1.29:8288
河南卫视,rtp://239.3.1.27:8128
陕西卫视,rtp://239.3.1.41:8140
新疆卫视,rtp://239.3.1.48:8160
宁夏卫视,rtp://239.3.1.46:8124
青海卫视,rtp://239.3.1.44:8184
甘肃卫视,rtp://239.3.1.49:8188
山西卫视,rtp://239.3.1.42:8172
内蒙古卫视,rtp://239.3.1.43:8176
三沙卫视,rtp://239.3.1.155:4120
兵团卫视,rtp://239.3.1.144:4120
山东教育,rtp://239.3.1.52:4120
中国教育1台,rtp://239.3.1.57:8152
中国教育2台,rtp://239.3.1.54:4120
中国教育3台,rtp://239.3.1.55:4120
中国教育4台,rtp://239.3.1.56:4120
CGTN新闻,rtp://239.3.1.215:4220
CGTN记录,rtp://239.3.1.216:4220
CGTN西语,rtp://239.3.1.217:4220
CGTN法语,rtp://239.3.1.218:4220
CGTN阿语,rtp://239.3.1.219:4220
CGTN俄语,rtp://239.3.1.220:4220

🎡Taiwan News,#genre#
凤凰卫视资讯台,https://xhys.lcjly.cn/YouTube/PhoenixNews.m3u8
中天新闻台,https://xhys.lcjly.cn/YouTube/CtiNews.m3u8
中天電視台,https://xhys.lcjly.cn/YouTube/CTITv.m3u8
東森新聞台,https://xhys.lcjly.cn/YouTube/EBCNews.m3u8
東森財經新聞,https://xhys.lcjly.cn/YouTube/EBCFinancial.m3u8
